Time,ClimateRegionName,ClimateRegionIndex,NumSites,NEEC,SOMTC,AGB,AG_NPPC,BG_NPPC,Litterfall,AgeMortality,MineralN,TotalN,GrossMineralization,C_LiveLeaf,C_LiveFRoot,C_LiveWood,C_LiveCRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3,N_Leaf,N_FRoot,N_Wood,N_CRoot,N_DeadWood,N_DeadCRoot,N_DeadLeaf_Struc,N_DeadLeaf_Meta,N_DeadFRoot_Struc,N_DeadFRoot_Meta,N_SOM1surf,N_SOM1soil,N_SOM2,N_SOM3,SurfStrucNetMin,SurfMetaNetMin,SoilStrucNetMin,SoilMetaNetMin,SOM1surfNetMin,SOM1soilNetMin,SOM2NetMin,SOM3NetMin,TotalNdep,StreamC,StreamN,FireCEfflux,FireNEfflux,Nuptake,Nresorbed,TotalSoilN,Nvol,FrassC,
0, eco1, 0, 34346, 0, 3475, 9816.5, 0, 0, 0, 0, 12, 120.5, 0, 0, 0, 4613.8, 461.4, 1746.7, 35.3, 148.5, 26.2, 0, 0, 75, 100, 3000, 300, 0, 0, 15.9, 2.4, 8.7, 0.2, 0.7, 2.6, 0, 0, 3, 10, 50, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93.4, 0, 0, 
0, eco2, 1, 21854, 0, 3475, 13979.3, 0, 0, 0, 0, 12, 132.9, 0, 0, 0, 6570.3, 657, 2219.9, 35.3, 188.7, 33.3, 0, 0, 75, 100, 3000, 300, 0, 0, 23.8, 3.6, 11.1, 0.2, 0.9, 3.3, 0, 0, 3, 10, 50, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94.3, 0, 0, 
0, eco3, 2, 6292, 0, 3475, 8313.9, 0, 0, 0, 0, 12, 115.8, 0, 0, 0, 3907.5, 390.8, 1549, 35.3, 131.7, 23.2, 0, 0, 75, 100, 3000, 300, 0, 0, 13, 1.9, 7.7, 0.2, 0.7, 2.3, 0, 0, 3, 10, 50, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 
0, eco4, 3, 3541, 0, 3475, 3129.2, 0, 0, 0, 0, 12, 106.1, 0, 0, 0, 1470.7, 147.1, 1446.7, 35.3, 123, 21.7, 0, 0, 75, 100, 3000, 300, 0, 0, 5.2, 0.8, 7.2, 0.2, 0.6, 2.2, 0, 0, 3, 10, 50, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92.8, 0, 0, 
0, eco5, 4, 3017, 0, 3475, 7019.3, 0, 0, 0, 0, 12, 115.7, 0, 0, 0, 3299.1, 329.9, 1798.3, 35.3, 152.9, 27, 0, 0, 75, 100, 3000, 300, 0, 0, 11.3, 1.7, 9, 0.2, 0.8, 2.7, 0, 0, 3, 10, 50, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93.5, 0, 0, 
